No.     Time           Source                Destination           Protocol Length Info
  21182 22.205600000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21183 22.205626000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73175 Win=64786 Len=0
  21184 22.205635000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21185 22.205967000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21186 22.205992000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73182 Win=64779 Len=0
  21187 22.206002000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21188 22.211602000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  21189 22.211640000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73205 Win=64756 Len=0
  21190 22.211994000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21191 22.212373000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21192 22.212398000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73207 Win=64754 Len=0
  21193 22.212409000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21194 22.212735000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21195 22.212759000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73214 Win=64747 Len=0
  21196 22.212770000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21197 22.218785000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21198 22.218858000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73239 Win=64722 Len=0
  21199 22.219221000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21200 22.219242000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21201 22.219261000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73241 Win=64720 Len=0
  21202 22.219602000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21203 22.219627000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21204 22.219645000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73248 Win=64713 Len=0
  21205 22.219986000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21206 22.226334000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21207 22.226371000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73273 Win=64688 Len=0
  21208 22.226384000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21209 22.226713000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21210 22.226741000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73275 Win=64686 Len=0
  21211 22.226751000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21212 22.227080000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21213 22.227104000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73282 Win=64679 Len=0
  21214 22.227113000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21215 22.235355000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21216 22.235427000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73306 Win=64655 Len=0
  21217 22.235794000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21218 22.235815000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21219 22.235839000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73308 Win=64653 Len=0
  21220 22.236180000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21221 22.236200000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21222 22.236217000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73315 Win=64646 Len=0
  21223 22.236554000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21224 22.242675000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21225 22.242711000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73339 Win=64622 Len=0
  21226 22.242724000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21227 22.243055000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21228 22.243082000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73341 Win=64620 Len=0
  21229 22.243093000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21230 22.243425000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21231 22.243449000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73348 Win=64613 Len=0
  21232 22.243459000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21233 22.249333000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21234 22.249406000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73372 Win=64589 Len=0
  21235 22.249770000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21236 22.249795000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21237 22.249814000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73374 Win=64587 Len=0
  21238 22.250157000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21239 22.250181000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21240 22.250199000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73381 Win=64580 Len=0
  21241 22.250541000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21242 22.256660000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21243 22.256720000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73405 Win=64556 Len=0
  21244 22.256741000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21245 22.257053000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21246 22.257079000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73407 Win=64554 Len=0
  21247 22.257090000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21248 22.257420000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21249 22.257443000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73414 Win=64547 Len=0
  21250 22.257453000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21251 22.263313000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21252 22.263378000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73438 Win=64523 Len=0
  21253 22.263742000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21254 22.263766000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21255 22.263786000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73440 Win=64521 Len=0
  21256 22.264131000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21257 22.264157000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21258 22.264178000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=54969 Ack=73447 Win=64514 Len=0
  21259 22.264522000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21260 22.270646000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  21261 22.270722000   192.168.0.2           192.168.0.1           TCP      1101   [TCP Window Full] [TCP segment of a reassembled PDU]
  21262 22.270748000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21263 22.271063000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21264 22.271088000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73473 Win=64488 Len=0
  21265 22.271099000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] [TCP segment of a reassembled PDU]
  21266 22.271432000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] http > 49399 [ACK] Seq=73479 Ack=56016 Win=0 Len=0
  21267 22.271446000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] [TCP segment of a reassembled PDU]
  21268 22.271471000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73480 Win=64481 Len=0
  21269 22.271481000   192.168.0.1           192.168.0.2           HTTP     60     [TCP ZeroWindow] Continuation or non-HTTP traffic
  21270 22.271810000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] http > 49399 [ACK] Seq=73481 Ack=56016 Win=0 Len=0
  21271 22.277799000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21272 22.277864000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73505 Win=64456 Len=0
  21273 22.277884000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21274 22.278200000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21275 22.278224000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73507 Win=64454 Len=0
  21276 22.278235000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21277 22.278566000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21278 22.278592000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73514 Win=64447 Len=0
  21279 22.278602000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21280 22.284689000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  21281 22.284762000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73539 Win=64422 Len=0
  21282 22.285126000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21283 22.285169000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  21284 22.285189000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73541 Win=64420 Len=0
  21285 22.285532000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21286 22.285554000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  21287 22.285572000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=56016 Ack=73548 Win=64413 Len=0
  21288 22.285914000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
